순번,호출부호,입항횟수,입항횟수.1,입항횟수.2,신고톤수,선박명,선사/대리점,선사/대리점.1,신청시설,신청시설.1,신청시설.2,신청일시(FROM ~ TO),신청일시(FROM ~ TO).1,지정시설,지정시설.1,지정시설.2,지정일시(FROM ~ TO),지정일시(FROM ~ TO).1,사용목적명,예보일시,허가유무
2170,200018,2023,47,3,996,보광비너스,USZ1234,(주)비케이해운,MW5,01,5물량장 1선석,2023-10-04 11:25,2023-10-06 18:35,MW5,01,5물량장 1선석,2023-10-04 11:25,2023-10-06 18:35,접안대기,2023-10-10,허가완료
2174,230014,2023,27,2,298,23부광호,BSU2591,(주)유일이엔지,OLD,01,동명호안,2023-10-06 15:50,2023-10-06 17:40,OLD,01,동명호안,2023-10-06 15:50,2023-10-06 17:40,접안대기,2023-10-10,허가완료
2178,130063,2023,41,10,149,13대신호,BSB2344,명성마린,MDY,01,영도(KOCO) 돌핀,2023-10-10 07:20,2023-10-10 08:30,,,,,,접안대기,2023-10-10,미허가
2189,091031,2023,25,8,149,광진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-09-28 14:20,2023-10-04 09:25,,,,,,접안대기,2023-10-10,미허가
2193,091031,2023,25,10,149,광진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-04 10:50,2023-10-05 08:40,,,,,,접안대기,2023-10-10,미허가
2195,091031,2023,25,12,149,광진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-05 11:45,2023-10-06 06:30,,,,,,접안대기,2023-10-10,미허가
2197,091031,2023,25,14,149,광진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-06 08:25,2023-10-06 09:30,,,,,,접안대기,2023-10-10,미허가
2199,091031,2023,26,1,149,광진호,BSZ7411,광명해운(주),*NB,01,남부민방파제,2023-10-06 13:05,2023-10-06 15:35,,,,,,접안대기,2023-10-10,미허가
2200,091031,2023,27,2,149,광진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-06 19:00,2023-10-07 07:10,,,,,,접안대기,2023-10-10,미허가
2203,091031,2023,27,5,149,광진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-07 12:35,2023-10-08 07:35,,,,,,접안대기,2023-10-10,미허가
2205,091031,2023,27,7,149,광진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-08 10:15,2023-10-08 15:00,,,,,,접안대기,2023-10-10,미허가
2220,998304,2023,10,102,70,대명1호,BSZ9932,명성티엔비,MWB,01,봉래동물량장,2023-08-08 08:40,2023-08-08 08:45,,,,,,접안대기,2023-10-10,미허가
2223,998304,2023,10,104,70,대명1호,BSZ9932,명성티엔비,MWB,01,봉래동물량장,2023-08-08 13:20,2023-08-08 13:23,,,,,,접안대기,2023-10-10,미허가
2225,998304,2023,10,105,70,대명1호,BSZ9932,명성티엔비,OLT,01,대교동호안,2023-08-08 13:30,2023-08-09 11:30,,,,,,접안대기,2023-10-10,미허가
2226,998304,2023,10,106,70,대명1호,BSZ9932,명성티엔비,OLT,01,대교동호안,2023-08-09 12:40,2023-08-11 11:30,,,,,,접안대기,2023-10-10,미허가
2229,998304,2023,10,103,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-08 09:20,2023-08-08 09:25,MK3,01,감천 3부두 1선석,2023-08-08 09:20,2023-08-08 09:25,접안대기,2023-10-10,허가완료
2230,998304,2023,10,101,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-08 05:10,2023-08-08 05:25,MK3,01,감천 3부두 1선석,2023-08-08 05:10,2023-08-08 05:25,접안대기,2023-10-10,허가완료
2237,998304,2023,10,108,70,대명1호,BSZ9932,명성티엔비,OLT,01,대교동호안,2023-08-11 18:55,2023-08-12 10:55,,,,,,접안대기,2023-10-10,미허가
2239,998304,2023,10,107,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-11 14:55,2023-08-11 18:15,MK3,01,감천 3부두 1선석,2023-08-11 14:55,2023-08-11 18:15,접안대기,2023-10-10,허가완료
2240,998304,2023,10,109,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-12 13:40,2023-08-12 15:30,MK3,01,감천 3부두 1선석,2023-08-12 13:40,2023-08-12 15:30,접안대기,2023-10-10,허가완료
2241,998304,2023,10,111,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-14 06:30,2023-08-14 16:55,MK3,01,감천 3부두 1선석,2023-08-14 06:30,2023-08-14 16:55,접안대기,2023-10-10,허가완료
2242,998304,2023,10,110,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-12 16:00,2023-08-14 06:20,MK4,05,감천 4부두 5선석,2023-08-12 16:00,2023-08-14 06:20,접안대기,2023-10-10,허가완료
2243,998304,2023,10,112,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-14 17:15,2023-08-14 17:20,MK4,05,감천 4부두 5선석,2023-08-14 17:15,2023-08-14 17:20,접안대기,2023-10-10,허가완료
2244,998304,2023,10,113,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-14 18:00,2023-08-14 18:45,MK3,01,감천 3부두 1선석,2023-08-14 18:00,2023-08-14 18:45,접안대기,2023-10-10,허가완료
2245,130029,2023,96,1,549,유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-10-07 01:00,2023-10-07 08:10,MW5,01,5물량장 1선석,2023-10-07 01:00,2023-10-07 08:10,접안대기,2023-10-10,허가완료
2246,998304,2023,10,115,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-15 12:55,2023-08-15 14:40,MK3,01,감천 3부두 1선석,2023-08-15 12:55,2023-08-15 14:40,접안대기,2023-10-10,허가완료
2247,998304,2023,10,114,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-14 18:55,2023-08-15 12:25,MK4,05,감천 4부두 5선석,2023-08-14 18:55,2023-08-15 12:25,접안대기,2023-10-10,허가완료
2248,998304,2023,10,117,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-15 15:05,2023-08-15 15:40,MK3,01,감천 3부두 1선석,2023-08-15 15:05,2023-08-15 15:40,접안대기,2023-10-10,허가완료
2249,998304,2023,10,118,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-15 15:50,2023-08-16 08:15,MK4,05,감천 4부두 5선석,2023-08-15 15:50,2023-08-16 08:15,접안대기,2023-10-10,허가완료
2251,998304,2023,10,116,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-15 14:50,2023-08-15 14:55,MK4,05,감천 4부두 5선석,2023-08-15 14:50,2023-08-15 14:55,접안대기,2023-10-10,허가완료
2253,998304,2023,10,119,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-16 08:35,2023-08-16 10:20,MK3,01,감천 3부두 1선석,2023-08-16 08:35,2023-08-16 10:20,접안대기,2023-10-10,허가완료
2261,180660,2023,1,21,395,씨택 1,BSZ3147,씨텍개발,MWB,01,봉래동물량장,2023-10-12 00:00,2023-10-26 00:00,MWB,01,봉래동물량장,2023-10-12 00:00,2023-10-26 00:00,접안대기,2023-10-10,허가완료
2262,100215,2023,1,21,208,행복6호,BSZ3147,씨텍개발,MWB,01,봉래동물량장,2023-10-12 00:00,2023-10-26 00:00,MWB,01,봉래동물량장,2023-10-12 00:00,2023-10-26 00:00,접안대기,2023-10-10,허가완료
2266,050442,2023,37,2,75,금오티3호,BSK3141,금오로지스 주식회사,MWB,01,봉래동물량장,2023-10-10 19:00,2023-10-11 23:59,MWB,01,봉래동물량장,2023-10-10 19:00,2023-10-11 23:59,접안대기,2023-10-10,허가완료
2272,083810,2023,4,16,1.292,금오7001호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-10 18:00,2023-10-11 23:59,OLH,01,청학안벽,2023-10-10 18:00,2023-10-11 23:59,접안대기,2023-10-10,허가완료
2273,998304,2023,10,123,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-17 07:25,2023-08-17 16:30,MK3,01,감천 3부두 1선석,2023-08-17 07:25,2023-08-17 16:30,접안대기,2023-10-10,허가완료
2274,998304,2023,10,127,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-18 07:35,2023-08-18 15:00,MK3,01,감천 3부두 1선석,2023-08-18 07:35,2023-08-18 15:00,접안대기,2023-10-10,허가완료
2275,998304,2023,10,125,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-18 06:30,2023-08-18 06:54,MK3,01,감천 3부두 1선석,2023-08-18 06:30,2023-08-18 06:54,접안대기,2023-10-10,허가완료
2276,998304,2023,10,121,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-16 12:25,2023-08-16 14:20,MK3,01,감천 3부두 1선석,2023-08-16 12:25,2023-08-16 14:20,접안대기,2023-10-10,허가완료
2277,998304,2023,10,128,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-18 15:10,2023-08-19 13:25,MK4,05,감천 4부두 5선석,2023-08-18 15:10,2023-08-19 13:25,접안대기,2023-10-10,허가완료
2278,998304,2023,10,124,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-17 16:40,2023-08-18 06:20,MK4,05,감천 4부두 5선석,2023-08-17 16:40,2023-08-18 06:20,접안대기,2023-10-10,허가완료
2279,998304,2023,10,122,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-16 14:45,2023-08-17 07:15,MK4,05,감천 4부두 5선석,2023-08-16 14:45,2023-08-17 07:15,접안대기,2023-10-10,허가완료
2280,998304,2023,10,126,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-18 07:05,2023-08-18 07:06,MK4,05,감천 4부두 5선석,2023-08-18 07:05,2023-08-18 07:06,접안대기,2023-10-10,허가완료
2281,998304,2023,10,129,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-19 13:35,2023-08-21 06:20,MK4,05,감천 4부두 5선석,2023-08-19 13:35,2023-08-21 06:20,접안대기,2023-10-10,허가완료
2282,998304,2023,10,120,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-16 10:45,2023-08-16 12:00,MK4,05,감천 4부두 5선석,2023-08-16 10:45,2023-08-16 12:00,접안대기,2023-10-10,허가완료
2283,998304,2023,10,130,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-21 06:30,2023-08-21 12:40,MK3,01,감천 3부두 1선석,2023-08-21 06:30,2023-08-21 12:40,접안대기,2023-10-10,허가완료
2286,220044,2023,75,1,370,영루,BSZ3608,동기해운 주식회사,MW5,01,5물량장 1선석,2023-10-05 14:00,2023-10-06 00:20,MW5,01,5물량장 1선석,2023-10-05 14:00,2023-10-06 00:20,접안대기,2023-10-10,허가완료
2293,130024,2023,54,1,223,금향호,BSM0198,세진유업,MW5,01,5물량장 1선석,2023-10-05 05:05,2023-10-05 14:15,MW5,01,5물량장 1선석,2023-10-05 05:05,2023-10-05 14:15,접안대기,2023-10-10,허가완료
2297,058282,2023,56,1,204,금성호,BSU2755,(주)부경페트롤,MW5,01,5물량장 1선석,2023-10-02 19:20,2023-10-06 15:20,MW5,01,5물량장 1선석,2023-10-02 19:20,2023-10-06 15:20,접안대기,2023-10-10,허가완료
2298,998304,2023,10,134,70,대명1호,BSZ9932,명성티엔비,MDD,01,다대포조선소,2023-08-22 09:20,2023-08-22 09:32,MDD,01,다대포조선소,2023-08-22 09:20,2023-08-22 09:32,접안대기,2023-10-10,허가완료
2299,998304,2023,10,139,70,대명1호,BSZ9932,명성티엔비,MDD,01,다대포조선소,2023-08-23 06:25,2023-08-23 07:10,MDD,01,다대포조선소,2023-08-23 06:25,2023-08-23 07:10,접안대기,2023-10-10,허가완료
2300,998304,2023,10,131,70,대명1호,BSZ9932,명성티엔비,MDD,01,다대포조선소,2023-08-21 13:55,2023-08-21 15:00,MDD,01,다대포조선소,2023-08-21 13:55,2023-08-21 15:00,접안대기,2023-10-10,허가완료
2301,998304,2023,10,136,70,대명1호,BSZ9932,명성티엔비,MDD,01,다대포조선소,2023-08-22 13:45,2023-08-22 17:50,MDD,01,다대포조선소,2023-08-22 13:45,2023-08-22 17:50,접안대기,2023-10-10,허가완료
2302,998304,2023,10,132,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-21 16:25,2023-08-21 16:30,MK3,01,감천 3부두 1선석,2023-08-21 16:25,2023-08-21 16:30,접안대기,2023-10-10,허가완료
2303,998304,2023,10,135,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-22 10:00,2023-08-22 12:25,MK3,01,감천 3부두 1선석,2023-08-22 10:00,2023-08-22 12:25,접안대기,2023-10-10,허가완료
2304,998304,2023,10,140,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-23 08:30,2023-08-23 16:40,MK3,01,감천 3부두 1선석,2023-08-23 08:30,2023-08-23 16:40,접안대기,2023-10-10,허가완료
2305,998304,2023,10,137,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-22 19:00,2023-08-22 19:05,MK3,01,감천 3부두 1선석,2023-08-22 19:00,2023-08-22 19:05,접안대기,2023-10-10,허가완료
2306,998304,2023,10,142,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-24 06:25,2023-08-24 09:00,MK3,01,감천 3부두 1선석,2023-08-24 06:25,2023-08-24 09:00,접안대기,2023-10-10,허가완료
2307,998304,2023,10,133,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-21 16:40,2023-08-22 08:35,MK4,05,감천 4부두 5선석,2023-08-21 16:40,2023-08-22 08:35,접안대기,2023-10-10,허가완료
2308,998304,2023,10,138,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-22 19:15,2023-08-23 06:00,MK4,05,감천 4부두 5선석,2023-08-22 19:15,2023-08-23 06:00,접안대기,2023-10-10,허가완료
2309,998304,2023,10,141,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-23 16:50,2023-08-24 06:15,MK4,05,감천 4부두 5선석,2023-08-23 16:50,2023-08-24 06:15,접안대기,2023-10-10,허가완료
2310,130024,2023,54,2,223,금향호,BSM0198,세진유업,MK6,01,감천 6부두 1선석,2023-10-05 15:30,2023-10-05 17:45,MK6,01,감천 6부두 1선석,2023-10-05 15:30,2023-10-05 17:45,접안대기,2023-10-10,허가완료
2313,998304,2023,10,143,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-24 09:10,2023-08-25 06:20,MK4,05,감천 4부두 5선석,2023-08-24 09:10,2023-08-25 06:20,접안대기,2023-10-10,허가완료
2314,998304,2023,10,144,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-25 06:30,2023-08-25 09:00,MK3,01,감천 3부두 1선석,2023-08-25 06:30,2023-08-25 09:00,접안대기,2023-10-10,허가완료
2316,998304,2023,10,145,70,대명1호,BSZ9932,명성티엔비,MDD,01,다대포조선소,2023-08-25 10:10,2023-08-25 13:35,MDD,01,다대포조선소,2023-08-25 10:10,2023-08-25 13:35,접안대기,2023-10-10,허가완료
2321,975935,2023,101,2,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-05 19:00,2023-10-06 08:40,MW5,01,5물량장 1선석,2023-10-05 19:00,2023-10-06 08:40,접안대기,2023-10-10,허가완료
2322,058282,2023,57,1,204,금성호,BSU2755,(주)부경페트롤,MW5,01,5물량장 1선석,2023-10-07 13:50,2023-10-08 08:35,MW5,01,5물량장 1선석,2023-10-07 13:50,2023-10-08 08:35,접안대기,2023-10-10,허가완료
2324,975935,2023,101,4,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-06 10:05,2023-10-06 15:10,MW5,01,5물량장 1선석,2023-10-06 10:05,2023-10-06 15:10,접안대기,2023-10-10,허가완료
2326,130088,2023,56,1,323,7보광호,BSK2985,태화마린,MW5,01,5물량장 1선석,2023-10-07 05:40,2023-10-07 15:00,MW5,01,5물량장 1선석,2023-10-07 05:40,2023-10-07 15:00,접안대기,2023-10-10,허가완료
2331,998304,2023,10,146,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-25 14:45,2023-08-25 15:00,MK3,01,감천 3부두 1선석,2023-08-25 14:45,2023-08-25 15:00,접안대기,2023-10-10,허가완료
2332,998304,2023,10,147,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-25 15:10,2023-08-26 06:15,MK4,05,감천 4부두 5선석,2023-08-25 15:10,2023-08-26 06:15,접안대기,2023-10-10,허가완료
2333,998304,2023,10,148,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-26 06:25,2023-08-26 16:35,MK3,01,감천 3부두 1선석,2023-08-26 06:25,2023-08-26 16:35,접안대기,2023-10-10,허가완료
2336,998304,2023,10,149,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-26 16:45,2023-08-27 06:20,MK4,05,감천 4부두 5선석,2023-08-26 16:45,2023-08-27 06:20,접안대기,2023-10-10,허가완료
2337,998304,2023,10,150,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-27 06:30,2023-08-27 13:20,MK3,01,감천 3부두 1선석,2023-08-27 06:30,2023-08-27 13:20,접안대기,2023-10-10,허가완료
2341,975935,2023,102,1,149,2금진호,BSZ3466,(주)신진해운,*NB,01,남부민방파제,2023-10-06 17:00,2023-10-06 17:50,*NB,01,남부민방파제,2023-10-06 17:00,2023-10-06 17:50,접안대기,2023-10-10,허가완료
2344,975935,2023,103,1,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-06 18:10,2023-10-07 06:35,MW5,01,5물량장 1선석,2023-10-06 18:10,2023-10-07 06:35,접안대기,2023-10-10,허가완료
2351,975935,2023,104,1,149,2금진호,BSZ3466,(주)신진해운,*NB,01,남부민방파제,2023-10-07 07:00,2023-10-07 07:40,*NB,01,남부민방파제,2023-10-07 07:00,2023-10-07 07:40,접안대기,2023-10-10,허가완료
2354,998304,2023,10,151,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-27 13:35,2023-08-27 13:40,MK4,05,감천 4부두 5선석,2023-08-27 13:35,2023-08-27 13:40,접안대기,2023-10-10,허가완료
2355,998304,2023,10,152,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-27 13:50,2023-08-27 15:45,MK3,01,감천 3부두 1선석,2023-08-27 13:50,2023-08-27 15:45,접안대기,2023-10-10,허가완료
2356,998304,2023,10,153,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-27 15:55,2023-08-28 10:10,MK4,05,감천 4부두 5선석,2023-08-27 15:55,2023-08-28 10:10,접안대기,2023-10-10,허가완료
2359,998304,2023,10,154,70,대명1호,BSZ9932,명성티엔비,MWB,01,봉래동물량장,2023-08-28 12:45,2023-08-28 12:50,,,,,,접안대기,2023-10-10,미허가
2360,998304,2023,10,155,70,대명1호,BSZ9932,명성티엔비,OLT,01,대교동호안,2023-08-28 13:00,2023-08-28 13:30,,,,,,접안대기,2023-10-10,미허가
2362,969087,2023,1,26,278,해연5호,BSM0188,명진선박,MB7,05,우암부두 75선석,2023-10-13 00:00,2023-10-13 23:59,MB7,05,우암부두 75선석,2023-10-13 00:00,2023-10-13 23:59,접안대기,2023-10-10,허가완료
2363,685613,2023,1,5,22,제3천양,BSM0188,명진선박,MB7,05,우암부두 75선석,2023-10-13 00:00,2023-10-13 23:59,MB7,05,우암부두 75선석,2023-10-13 00:00,2023-10-13 23:59,접안대기,2023-10-10,허가완료
2364,998304,2023,10,156,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-28 14:10,2023-08-28 16:00,MK3,01,감천 3부두 1선석,2023-08-28 14:10,2023-08-28 16:00,접안대기,2023-10-10,허가완료
2365,998304,2023,10,158,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-29 06:40,2023-08-29 14:40,MK3,01,감천 3부두 1선석,2023-08-29 06:40,2023-08-29 14:40,접안대기,2023-10-10,허가완료
2366,998304,2023,10,159,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-29 14:50,2023-08-30 06:15,MK4,05,감천 4부두 5선석,2023-08-29 14:50,2023-08-30 06:15,접안대기,2023-10-10,허가완료
2367,998304,2023,10,157,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-28 16:20,2023-08-29 06:30,MK4,05,감천 4부두 5선석,2023-08-28 16:20,2023-08-29 06:30,접안대기,2023-10-10,허가완료
2370,998304,2023,10,160,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-30 16:10,2023-08-31 06:20,MK4,05,감천 4부두 5선석,2023-08-30 16:10,2023-08-31 06:20,접안대기,2023-10-10,허가완료
2371,018212,2023,37,1,287,1거성,BSZ7452,주식회사 안성,MW5,01,5물량장 1선석,2023-10-01 11:25,2023-10-07 06:30,MW5,01,5물량장 1선석,2023-10-01 11:25,2023-10-07 06:30,접안대기,2023-10-10,허가완료
2373,998304,2023,10,161,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-31 06:30,2023-08-31 08:50,MK3,01,감천 3부두 1선석,2023-08-31 06:30,2023-08-31 08:50,접안대기,2023-10-10,허가완료
2374,998304,2023,10,164,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-09-01 06:30,2023-09-01 14:55,MK3,01,감천 3부두 1선석,2023-09-01 06:30,2023-09-01 14:55,접안대기,2023-10-10,허가완료
2375,998304,2023,10,162,70,대명1호,BSZ9932,명성티엔비,MK3,01,감천 3부두 1선석,2023-08-31 09:00,2023-08-31 16:25,MK3,01,감천 3부두 1선석,2023-08-31 09:00,2023-08-31 16:25,접안대기,2023-10-10,허가완료
2376,998304,2023,10,163,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-08-31 16:35,2023-09-01 06:20,MK4,05,감천 4부두 5선석,2023-08-31 16:35,2023-09-01 06:20,접안대기,2023-10-10,허가완료
2377,998304,2023,10,165,70,대명1호,BSZ9932,명성티엔비,MK4,05,감천 4부두 5선석,2023-09-01 15:05,2023-09-02 06:20,MK4,05,감천 4부두 5선석,2023-09-01 15:05,2023-09-02 06:20,접안대기,2023-10-10,허가완료
2380,120061,2023,55,3,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-07 02:10,2023-10-07 09:45,MW5,01,5물량장 1선석,2023-10-07 02:10,2023-10-07 09:45,접안대기,2023-10-10,허가완료
2381,120061,2023,55,5,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-07 13:35,2023-10-08 08:20,MW5,01,5물량장 1선석,2023-10-07 13:35,2023-10-08 08:20,접안대기,2023-10-10,허가완료
2384,120061,2023,55,7,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-08 10:30,2023-10-08 16:10,MW5,01,5물량장 1선석,2023-10-08 10:30,2023-10-08 16:10,접안대기,2023-10-10,허가완료
