순번,호출부호,입항횟수,입항횟수.1,입항횟수.2,신고톤수,선박명,선사/대리점,선사/대리점.1,신청시설,신청시설.1,신청시설.2,신청일시(FROM ~ TO),신청일시(FROM ~ TO).1,지정시설,지정시설.1,지정시설.2,지정일시(FROM ~ TO),지정일시(FROM ~ TO).1,사용목적명,예보일시,허가유무
5248,120061,2023,56,5,320,12청경호,BSZ2594,(주)세종유업,WAN,03,남외항 N-3박지,2023-10-18 05:50,2023-10-18 07:25,WAN,03,남외항 N-3박지,2023-10-18 05:50,2023-10-18 07:25,접안대기,2023-10-18,허가완료
5255,230014,2023,29,5,298,23부광호,BSU2591,(주)유일이엔지,OLD,01,동명호안,2023-10-15 10:55,2023-10-15 13:05,OLD,01,동명호안,2023-10-15 10:55,2023-10-15 13:05,접안대기,2023-10-18,허가완료
5273,975935,2023,106,1,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-11 20:30,2023-10-12 07:50,MW5,01,5물량장 1선석,2023-10-11 20:30,2023-10-12 07:50,접안대기,2023-10-18,허가완료
5275,975935,2023,106,4,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-12 12:05,2023-10-14 07:45,,,,,,접안대기,2023-10-18,미허가
5281,975935,2023,107,3,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-16 10:45,2023-10-16 11:15,,,,,,접안대기,2023-10-18,미허가
5283,975935,2023,107,5,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-16 13:40,2023-10-17 11:30,,,,,,접안대기,2023-10-18,미허가
5301,DSHD250,2023,41,20,198,세영1호,BSZ3626,(주)해강마린,MW5,01,5물량장 1선석,2023-09-23 22:15,2023-10-13 13:10,MW5,01,5물량장 1선석,2023-09-23 22:15,2023-10-13 13:10,접안대기,2023-10-18,허가완료
5303,DSHD250,2023,41,21,198,세영1호,BSZ3626,(주)해강마린,MWB,01,봉래동물량장,2023-10-13 13:30,2023-10-13 14:00,MWB,01,봉래동물량장,2023-10-13 13:30,2023-10-13 14:00,접안대기,2023-10-18,허가완료
5305,146804,2023,49,4,308,백경호,BSK3471,(주)해수마린,MW5,01,5물량장 1선석,2023-10-17 17:35,2023-10-17 21:45,MW5,01,5물량장 1선석,2023-10-17 17:35,2023-10-17 21:45,접안대기,2023-10-18,허가완료
5325,180017,2023,96,1,919,동명에이스,BSB2479,동명해운,MW5,01,5물량장 1선석,2023-10-17 17:55,2023-10-18 07:00,MW5,01,5물량장 1선석,2023-10-17 17:55,2023-10-18 07:00,접안대기,2023-10-18,허가완료
5328,037832,2023,2,3,1.134,부성5001호,BSZ3604,부영수중공사,OLS,01,동삼안벽,2023-10-13 00:00,2023-10-26 00:00,OLS,01,동삼안벽,2023-10-13 00:00,2023-10-26 00:00,접안대기,2023-10-18,허가완료
5340,112815,2023,56,1,268,유진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-12 15:10,2023-10-13 23:30,MW5,01,5물량장 1선석,2023-10-12 15:10,2023-10-13 23:30,접안대기,2023-10-18,허가완료
5342,112815,2023,56,3,268,유진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-14 03:15,2023-10-14 07:00,MW5,01,5물량장 1선석,2023-10-14 03:15,2023-10-14 07:00,접안대기,2023-10-18,허가완료
5346,112815,2023,56,5,268,유진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-14 09:05,2023-10-15 07:40,MW5,01,5물량장 1선석,2023-10-14 09:05,2023-10-15 07:40,접안대기,2023-10-18,허가완료
5348,DSEA3,2023,107,7,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-10-14 23:45,2023-10-17 08:05,MW5,01,5물량장 1선석,2023-10-14 23:45,2023-10-17 08:05,접안대기,2023-10-18,허가완료
5349,DSEA3,2023,107,8,210,1성진,BSK2658,성진유운,MDY,01,영도(KOCO) 돌핀,2023-10-17 08:25,2023-10-17 09:10,MDY,01,영도(KOCO) 돌핀,2023-10-17 08:25,2023-10-17 09:10,접안대기,2023-10-18,허가완료
5350,DSEA3,2023,107,9,210,1성진,BSK2658,성진유운,MBE,Q1,감만부두 동측안벽 1 선석,2023-10-17 09:35,2023-10-17 10:55,MBE,Q1,감만부두 동측안벽 1 선석,2023-10-17 09:35,2023-10-17 10:55,접안대기,2023-10-18,허가완료
5353,112815,2023,56,8,268,유진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-15 13:25,2023-10-16 07:10,MW5,01,5물량장 1선석,2023-10-15 13:25,2023-10-16 07:10,접안대기,2023-10-18,허가완료
5356,112815,2023,56,10,268,유진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-16 10:40,2023-10-16 12:30,MW5,01,5물량장 1선석,2023-10-16 10:40,2023-10-16 12:30,접안대기,2023-10-18,허가완료
5359,112815,2023,56,12,268,유진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-16 14:15,2023-10-16 14:50,MW5,01,5물량장 1선석,2023-10-16 14:15,2023-10-16 14:50,접안대기,2023-10-18,허가완료
5361,DSEA3,2023,109,1,210,1성진,BSK2658,성진유운,WAN,05,남외항 N-5박지,2023-10-17 21:25,2023-10-17 22:40,WAN,05,남외항 N-5박지,2023-10-17 21:25,2023-10-17 22:40,접안대기,2023-10-18,허가완료
5364,021734,2023,2,8,322,대명2000호,BSZ9932,명성티엔비,MKD,01,다대부두 1선석,2023-10-19 07:00,2023-10-19 23:00,MKD,01,다대부두 1선석,2023-10-19 07:00,2023-10-19 23:00,접안대기,2023-10-18,허가완료
5373,9V6990,2023,4,2,28.270,BOTANY,KMC0326,엠에스씨코리아(주),WAU,01,신항 U-1 정박지,2023-10-18 15:00,2023-10-19 21:00,WAU,02,신항 U-2 정박지,2023-10-18 15:00,2023-10-19 21:00,접안대기,2023-10-18,허가완료
5392,DSOT4,2023,33,3,99,금오티7호,BSK3141,금오로지스 주식회사,MWB,01,봉래동물량장,2023-10-17 00:00,2023-10-22 12:00,MWB,01,봉래동물량장,2023-10-17 00:00,2023-10-22 12:00,접안대기,2023-10-18,허가완료
5394,230029,2023,4,1,399,보문,BSZ7237,봉은해운(주),MW5,01,5물량장 1선석,2023-10-17 03:40,2023-10-17 07:30,MW5,01,5물량장 1선석,2023-10-17 03:40,2023-10-17 07:30,접안대기,2023-10-18,허가완료
5395,060259,2023,5,21,2.883,에스디10001호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-19 23:00,2023-10-22 12:00,OLH,01,청학안벽,2023-10-19 23:00,2023-10-22 12:00,접안대기,2023-10-18,허가완료
5400,D7SZ,2023,3,1,4.594,PICES,BSC2203,주식회사 스완쉬핑,WAN,03,남외항 N-3박지,2023-10-19 09:00,2023-10-20 06:00,WAN,03,남외항 N-3박지,2023-10-19 09:00,2023-10-20 06:00,접안대기,2023-10-18,허가완료
5422,210003,2023,73,3,373,21동방호,BSK3374,(주)오성유업,MW5,01,5물량장 1선석,2023-10-18 12:06,2023-10-19 00:25,MW5,01,5물량장 1선석,2023-10-18 12:06,2023-10-19 00:25,접안대기,2023-10-19,허가완료
5431,934345,2023,33,1,408,부원7,BSU2768,하이마린 주식회사,MW5,01,5물량장 1선석,2023-10-11 23:35,2023-10-12 15:00,MW5,01,5물량장 1선석,2023-10-11 23:35,2023-10-12 15:00,접안대기,2023-10-19,허가완료
5433,934345,2023,33,3,408,부원7,BSU2768,하이마린 주식회사,MW5,01,5물량장 1선석,2023-10-12 17:40,2023-10-15 11:25,MW5,01,5물량장 1선석,2023-10-12 17:40,2023-10-15 11:25,접안대기,2023-10-19,허가완료
5434,140025,2023,77,1,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-15 21:35,2023-10-16 14:20,MW5,01,5물량장 1선석,2023-10-15 21:35,2023-10-16 14:20,접안대기,2023-10-19,허가완료
5438,934345,2023,33,5,408,부원7,BSU2768,하이마린 주식회사,MW5,01,5물량장 1선석,2023-10-15 15:30,2023-10-19 07:50,MW5,01,5물량장 1선석,2023-10-15 15:30,2023-10-19 07:50,접안대기,2023-10-19,허가완료
5440,140025,2023,77,3,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-16 17:15,2023-10-17 20:20,MW5,01,5물량장 1선석,2023-10-16 17:15,2023-10-17 20:20,접안대기,2023-10-19,허가완료
5441,140025,2023,77,4,432,3성원호,BSZ9149,(주)아이앤에이코리아,MBS,03,신선대부두 3선석,2023-10-17 20:55,2023-10-17 23:45,MBS,03,신선대부두 3선석,2023-10-17 20:55,2023-10-17 23:45,접안대기,2023-10-19,허가완료
5446,200043,2023,44,6,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-18 03:30,2023-10-18 14:00,,,,,,접안대기,2023-10-19,미허가
5449,200043,2023,44,8,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-18 17:40,2023-10-18 18:00,,,,,,접안대기,2023-10-19,미허가
5451,200043,2023,44,10,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-18 21:45,2023-10-19 07:27,,,,,,접안대기,2023-10-19,미허가
5456,120004,2023,42,3,299,뉴동신호,BSZ9968,(주)동신기업,OLD,01,동명호안,2023-10-18 07:50,2023-10-18 14:00,OLD,01,동명호안,2023-10-18 07:50,2023-10-18 14:00,접안대기,2023-10-19,허가완료
5457,120004,2023,42,4,299,뉴동신호,BSZ9968,(주)동신기업,MBF,01,신국제여객터미널 1선석,2023-10-18 14:50,2023-10-18 17:20,MBF,01,신국제여객터미널 1선석,2023-10-18 14:50,2023-10-18 17:20,접안대기,2023-10-19,허가완료
5458,120004,2023,42,5,299,뉴동신호,BSZ9968,(주)동신기업,MW5,01,5물량장 1선석,2023-10-18 17:35,2023-10-19 06:25,MW5,01,5물량장 1선석,2023-10-18 17:35,2023-10-19 06:25,접안대기,2023-10-19,허가완료
5487,DSHD250,2023,41,22,198,세영1호,BSZ3626,(주)해강마린,MW5,01,5물량장 1선석,2023-10-13 14:15,2023-10-19 00:00,MW5,01,5물량장 1선석,2023-10-13 14:15,2023-10-19 00:00,접안대기,2023-10-19,허가완료
5488,DSHD250,2023,41,23,198,세영1호,BSZ3626,(주)해강마린,WAN,02,남외항 N-2박지,2023-10-19 01:00,2023-10-19 02:15,WAN,02,남외항 N-2박지,2023-10-19 01:00,2023-10-19 02:15,접안대기,2023-10-19,허가완료
5490,091031,2023,27,25,149,광진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-17 12:20,2023-10-18 12:25,,,,,,접안대기,2023-10-19,미허가
5493,091031,2023,27,28,149,광진호,BSZ7411,광명해운(주),MW5,01,5물량장 1선석,2023-10-18 17:55,2023-10-19 07:05,,,,,,접안대기,2023-10-19,미허가
5499,220044,2023,80,1,370,영루,BSZ3608,동기해운 주식회사,MW5,01,5물량장 1선석,2023-10-17 05:30,2023-10-17 13:45,MW5,01,5물량장 1선석,2023-10-17 05:30,2023-10-17 13:45,접안대기,2023-10-19,허가완료
5504,220044,2023,80,3,370,영루,BSZ3608,동기해운 주식회사,MW5,01,5물량장 1선석,2023-10-17 17:15,2023-10-18 10:20,MW5,01,5물량장 1선석,2023-10-17 17:15,2023-10-18 10:20,접안대기,2023-10-19,허가완료
5509,969087,2023,1,28,278,해연5호,BSM0188,명진선박,MB7,05,우암부두 75선석,2023-10-22 00:00,2023-10-22 23:59,MB7,05,우암부두 75선석,2023-10-22 00:00,2023-10-22 23:59,접안대기,2023-10-19,허가완료
5510,685613,2023,1,6,22,제3천양,BSM0188,명진선박,MB7,05,우암부두 75선석,2023-10-22 00:00,2023-10-22 23:59,MB7,05,우암부두 75선석,2023-10-22 00:00,2023-10-22 23:59,접안대기,2023-10-19,허가완료
5512,210003,2023,73,5,373,21동방호,BSK3374,(주)오성유업,MBE,Q1,감만부두 동측안벽 1 선석,2023-10-19 08:45,2023-10-19 11:00,MBE,Q1,감만부두 동측안벽 1 선석,2023-10-19 08:45,2023-10-19 11:00,접안대기,2023-10-19,허가완료
5520,170004,2023,43,1,4.996,대진8006,BSK2138,대진해운(주),MK7,02,감천 7부두 2선석,2023-10-20 09:00,2023-10-20 17:00,MK7,02,감천 7부두 2선석,2023-10-20 09:00,2023-10-20 17:00,접안대기,2023-10-19,허가완료
5525,170022,2023,39,1,5.770,이에스 릴리,BSK3046,에스토라해운(주),WAM,07,M박지 M7 묘지,2023-10-20 08:00,2023-10-20 16:00,WAM,07,M박지 M7 묘지,2023-10-20 08:00,2023-10-20 16:00,접안대기,2023-10-19,허가완료
5543,200017,2023,1,23,1.134,씨킹,BSZ3147,씨텍개발,MWD,01,동삼 물양장,2023-10-21 00:00,2023-11-04 00:00,MWD,01,동삼 물양장,2023-10-21 00:00,2023-11-04 00:00,접안대기,2023-10-19,허가완료
5546,715537,2023,1,4,24,흥우1 0 5 호,BSZ2079,흥우산업(주),OLT,01,대교동호안,2023-10-23 10:00,2023-11-05 10:00,OLT,01,대교동호안,2023-10-23 10:00,2023-11-05 10:00,접안대기,2023-10-19,허가완료
5549,150002,2023,1,22,449,씨텍3000호,BSZ3147,씨텍개발,MWB,01,봉래동물량장,2023-10-23 10:00,2023-11-06 10:00,MWB,01,봉래동물량장,2023-10-23 10:00,2023-11-06 10:00,접안대기,2023-10-19,허가완료
5558,JVBF8,2023,5,1,1.569,STAR OCEAN,BSC2231,(주)위즈쉬핑,WAN,02,남외항 N-2박지,2023-10-20 06:30,2023-10-22 18:00,,,,,,접안대기,2023-10-19,미허가
5585,130074,2023,82,1,291,덕진호,BSZ7419,(주)덕진해운,MW5,01,5물량장 1선석,2023-10-13 15:30,2023-10-14 00:15,MW5,01,5물량장 1선석,2023-10-13 15:30,2023-10-14 00:15,접안대기,2023-10-19,허가완료
5595,D7MS,2023,13,5,298,티 301 금용호,BSZ9422,금용개발(주),MQC,01,한진 중공업 안벽,2023-09-09 08:25,2023-09-27 11:00,MQC,01,한진 중공업 안벽,2023-09-09 08:25,2023-09-27 11:00,접안대기,2023-10-19,허가완료
5597,D7MS,2023,13,6,298,티 301 금용호,BSZ9422,금용개발(주),MQC,01,한진 중공업 안벽,2023-09-27 12:00,2023-10-17 13:40,MQC,01,한진 중공업 안벽,2023-09-27 12:00,2023-10-17 13:40,접안대기,2023-10-19,허가완료
5599,D7MS,2023,13,7,298,티 301 금용호,BSZ9422,금용개발(주),MQP,01,부산조선2안벽,2023-10-17 14:00,2023-10-18 06:30,MQP,01,부산조선2안벽,2023-10-17 14:00,2023-10-18 06:30,접안대기,2023-10-19,허가완료
5600,D7MS,2023,13,8,298,티 301 금용호,BSZ9422,금용개발(주),MQC,01,한진 중공업 안벽,2023-10-18 06:45,2023-10-19 11:50,MQC,01,한진 중공업 안벽,2023-10-18 06:45,2023-10-19 11:50,접안대기,2023-10-19,허가완료
5602,DSPE7,2023,9,1,187,티 303 금용호,BSZ9422,금용개발(주),MYQ,01,기타 북항사설조선소,2023-10-14 22:30,2023-10-18 14:35,,,,,,접안대기,2023-10-19,미허가
5603,DSPE7,2023,9,2,187,티 303 금용호,BSZ9422,금용개발(주),MQC,01,한진 중공업 안벽,2023-10-18 14:50,2023-10-18 15:00,,,,,,접안대기,2023-10-19,미허가
5604,986522,2023,11,1,198,311대룡호,BSZ9422,금용개발(주),MS3,01,신항 3부두 1선석,2023-09-27 22:10,2023-09-28 01:30,MS3,01,신항 3부두 1선석,2023-09-27 22:10,2023-09-28 01:30,접안대기,2023-10-19,허가완료
5606,986522,2023,12,1,198,311대룡호,BSZ9422,금용개발(주),MQC,01,한진 중공업 안벽,2023-09-28 10:10,2023-10-02 19:50,MQC,01,한진 중공업 안벽,2023-09-28 10:10,2023-10-02 19:50,접안대기,2023-10-19,허가완료
5608,060609,2023,1,18,322,해룡201호,MSZ2841,해룡해운,MWB,01,봉래동물량장,2023-10-19 16:00,2023-11-02 16:00,MWB,01,봉래동물량장,2023-10-19 16:00,2023-11-02 16:00,접안대기,2023-10-19,허가완료
5611,046553,2023,1,21,474,청해호,BSM0508,부성개발,MWB,01,봉래동물량장,2023-10-21 00:00,2023-11-04 00:00,MWB,01,봉래동물량장,2023-10-21 00:00,2023-11-04 00:00,접안대기,2023-10-19,허가완료
5631,UBFQ,2023,5,2,6.607,KAPITAN SHCHERBAKOV,BSC0303,피닉스해운(주),WAN,03,남외항 N-3박지,2023-10-19 18:00,2023-10-23 07:00,MK3,04,감천 3부두 4선석,2023-10-19 18:00,2023-10-23 07:00,접안대기,2023-10-19,허가완료
5660,V7A4937,2023,8,1,24.053,MANILA VOYAGER,OSL0038,장금상선(주),WAN,04,남외항 N-4박지,2023-10-20 08:00,2023-10-21 18:00,MBS,05,신선대부두 5선석,2023-10-20 08:00,2023-10-21 18:00,접안대기,2023-10-19,허가완료
5661,V7CN8,2023,30,2,9.910,SUNNY IRIS,KMS8832,고려해운(주),WAN,04,남외항 N-4박지,2023-10-20 09:00,2023-10-21 22:00,WAN,04,남외항 N-4박지,2023-10-20 09:00,2023-10-21 22:00,접안대기,2023-10-19,허가완료
5664,C6TI4,2023,44,1,5.403,MARVEL,KMC0178,고려훼리(주),WAU,01,신항 U-1 정박지,2023-10-20 00:00,2023-10-21 02:00,WAU,01,신항 U-1 정박지,2023-10-20 00:00,2023-10-21 02:00,접안대기,2023-10-19,허가완료
5670,210003,2023,73,7,373,21동방호,BSK3374,(주)오성유업,MW5,01,5물량장 1선석,2023-10-19 13:35,2023-10-20 07:25,MW5,01,5물량장 1선석,2023-10-19 13:35,2023-10-20 07:25,접안대기,2023-10-20,허가완료
5687,130038,2023,1,20,1.157,고려500호,BSZ0048,고려해양(주),MB8,06,8부두 86선석,2023-10-14 00:00,2023-10-27 00:00,MB8,06,8부두 86선석,2023-10-14 00:00,2023-10-27 00:00,접안대기,2023-10-20,허가완료
5696,DSEK9,2023,80,2,4.914,HEUNG-A ULSAN,ICZ0830,흥아라인(주),WAU,01,신항 U-1 정박지,2023-10-21 12:00,2023-10-21 23:00,WAU,02,신항 U-2 정박지,2023-10-21 12:00,2023-10-21 23:00,접안대기,2023-10-20,허가완료
5707,3FBA5,2023,18,1,4.713,WAKABA,BSC2203,주식회사 스완쉬핑,WAN,03,남외항 N-3박지,2023-10-20 13:00,2023-10-21 06:00,WAN,03,남외항 N-3박지,2023-10-20 13:00,2023-10-21 06:00,접안대기,2023-10-20,허가완료
5710,3E5038,2023,9,1,9.940,SUNNY LILAC,KMS8832,고려해운(주),WAN,04,남외항 N-4박지,2023-10-20 12:00,2023-10-24 01:00,WAN,04,남외항 N-4박지,2023-10-20 12:00,2023-10-24 01:00,접안대기,2023-10-20,허가완료
5711,150041,2023,62,2,241,5대보호,BSZ7387,평길그린워터,MWB,01,봉래동물량장,2023-10-19 17:00,2023-10-20 11:00,MWB,01,봉래동물량장,2023-10-19 17:00,2023-10-20 11:00,접안대기,2023-10-20,허가완료
5712,150041,2023,62,1,241,5대보호,BSZ7387,평길그린워터,MYF,11,선기조합-11(송린),2023-10-19 13:15,2023-10-19 15:35,MYF,11,선기조합-11(송린),2023-10-19 13:15,2023-10-19 15:35,접안대기,2023-10-20,허가완료
5716,3FQS3,2023,29,1,9.867,SUNNY DAISY,KMS8832,고려해운(주),WAN,04,남외항 N-4박지,2023-10-21 00:01,2032-10-21 22:00,WAN,04,남외항 N-4박지,2023-10-21 00:01,2032-10-21 22:00,접안대기,2023-10-20,허가완료
5718,140025,2023,78,1,432,3성원호,BSZ9149,(주)아이앤에이코리아,MW5,01,5물량장 1선석,2023-10-19 07:50,2023-10-19 11:10,MW5,01,5물량장 1선석,2023-10-19 07:50,2023-10-19 11:10,접안대기,2023-10-20,허가완료
5734,130017,2023,88,2,556,동방5호,BSK3453,서진유업 주식회사,MW5,01,5물량장 1선석,2023-10-18 20:35,2023-10-19 08:25,MW5,01,5물량장 1선석,2023-10-18 20:35,2023-10-19 08:25,접안대기,2023-10-20,허가완료
5735,130017,2023,88,3,556,동방5호,BSK3453,서진유업 주식회사,MBE,Q2,감만부두 동측안벽 2선석,2023-10-19 09:00,2023-10-19 10:55,MBE,Q2,감만부두 동측안벽 2선석,2023-10-19 09:00,2023-10-19 10:55,접안대기,2023-10-20,허가완료
5736,130017,2023,88,4,556,동방5호,BSK3453,서진유업 주식회사,MBS,04,신선대부두 4선석,2023-10-19 11:15,2023-10-19 13:45,MBS,04,신선대부두 4선석,2023-10-19 11:15,2023-10-19 13:45,접안대기,2023-10-20,허가완료
5739,971467,2023,132,1,81,제7천양,BSU2855,(주)보해해운,*LP,01,대평동호안,2023-10-19 18:40,2023-10-19 19:10,*LP,01,대평동호안,2023-10-19 18:40,2023-10-19 19:10,접안대기,2023-10-20,허가완료
5766,946035,2023,32,1,1.574,일현정호,PHK0008,일신해운(주),WAN,02,남외항 N-2박지,2023-10-16 13:10,2023-10-18 13:15,WAN,02,남외항 N-2박지,2023-10-16 13:10,2023-10-18 13:15,접안대기,2023-10-20,허가완료
5768,200043,2023,44,12,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-19 09:47,2023-10-19 10:10,,,,,,접안대기,2023-10-20,미허가
5794,170002,2023,30,1,237,신정3호,BSU2685,(주)신정마린,MW5,01,5물량장 1선석,2023-10-01 23:35,2023-10-10 07:05,MW5,01,5물량장 1선석,2023-10-01 23:35,2023-10-10 07:05,접안대기,2023-10-20,허가완료
5796,170002,2023,30,3,237,신정3호,BSU2685,(주)신정마린,MW5,01,5물량장 1선석,2023-10-10 12:20,2023-10-18 18:00,MW5,01,5물량장 1선석,2023-10-10 12:20,2023-10-18 18:00,접안대기,2023-10-20,허가완료
5802,130010,2023,98,1,200,32대영호,BSB2287,보성마린,MW5,01,5물량장 1선석,2023-10-19 16:50,2023-10-20 09:30,MW5,01,5물량장 1선석,2023-10-19 16:50,2023-10-20 09:30,접안대기,2023-10-20,허가완료
5803,170002,2023,30,2,237,신정3호,BSU2685,(주)신정마린,MK5,06,쌍용안벽,2023-10-10 08:30,2023-10-10 10:55,MK5,06,쌍용안벽,2023-10-10 08:30,2023-10-10 10:55,접안대기,2023-10-20,허가완료
5813,120004,2023,42,6,299,뉴동신호,BSZ9968,(주)동신기업,MBS,02,신선대부두 2선석,2023-10-19 06:50,2023-10-19 08:50,MBS,02,신선대부두 2선석,2023-10-19 06:50,2023-10-19 08:50,접안대기,2023-10-20,허가완료
5814,120004,2023,42,7,299,뉴동신호,BSZ9968,(주)동신기업,MW5,01,5물량장 1선석,2023-10-19 09:15,2023-10-19 12:25,MW5,01,5물량장 1선석,2023-10-19 09:15,2023-10-19 12:25,접안대기,2023-10-20,허가완료
5815,120004,2023,42,8,299,뉴동신호,BSZ9968,(주)동신기업,OLD,01,동명호안,2023-10-19 12:45,2023-10-19 21:40,OLD,01,동명호안,2023-10-19 12:45,2023-10-19 21:40,접안대기,2023-10-20,허가완료
5816,120004,2023,42,9,299,뉴동신호,BSZ9968,(주)동신기업,MB6,04,자성대부두 64선석,2023-10-19 22:00,2023-10-20 00:55,MB6,04,자성대부두 64선석,2023-10-19 22:00,2023-10-20 00:55,접안대기,2023-10-20,허가완료
5817,120004,2023,42,10,299,뉴동신호,BSZ9968,(주)동신기업,MW5,01,5물량장 1선석,2023-10-20 01:10,2023-10-20 08:15,MW5,01,5물량장 1선석,2023-10-20 01:10,2023-10-20 08:15,접안대기,2023-10-20,허가완료
5818,120004,2023,42,11,299,뉴동신호,BSZ9968,(주)동신기업,MBR,02,감만부두 2선석,2023-10-20 08:45,2023-10-20 11:00,MBR,02,감만부두 2선석,2023-10-20 08:45,2023-10-20 11:00,접안대기,2023-10-20,허가완료
5831,110047,2023,80,1,1.036,오션 스타호,BSK2951,(주)오션글로벌,MW5,01,5물량장 1선석,2023-10-11 16:05,2023-10-12 09:10,MW5,01,5물량장 1선석,2023-10-11 16:05,2023-10-12 09:10,접안대기,2023-10-20,허가완료
5832,085633,2023,14,1,2.440,광양12호,YSK0016,케이엠씨해운 주식회사,WAN,02,남외항 N-2박지,2023-10-16 12:10,2023-10-18 13:30,WAN,02,남외항 N-2박지,2023-10-16 12:10,2023-10-18 13:30,접안대기,2023-10-20,허가완료
5838,D7CH,2023,33,2,9.955,STAR CHALLENGER,KMS8833,남성해운(주),WAM,09,M박지 M9 묘지,2023-10-20 19:00,2023-10-21 18:00,MBS,03,신선대부두 3선석,2023-10-20 19:00,2023-10-21 18:00,접안대기,2023-10-20,허가완료
5839,110047,2023,81,1,1.036,오션 스타호,BSK2951,(주)오션글로벌,WAN,04,남외항 N-4박지,2023-10-15 21:20,2023-10-16 08:20,WAN,04,남외항 N-4박지,2023-10-15 21:20,2023-10-16 08:20,접안대기,2023-10-20,허가완료
5840,D7UY,2023,20,2,9.946,PANCON HARMONY,KMC8410,범주해운(주),WAM,08,M박지 M8 묘지,2023-10-23 10:00,2023-10-24 15:00,MBS,01,신선대부두 1선석,2023-10-23 10:00,2023-10-24 15:00,접안대기,2023-10-20,허가완료
5846,130001,2023,36,1,415,동진에이스호,BSZ3488,부민마린 주식회사,MW5,01,5물량장 1선석,2023-10-18 15:00,2023-10-20 00:15,MW5,01,5물량장 1선석,2023-10-18 15:00,2023-10-20 00:15,접안대기,2023-10-20,허가완료
5857,D7CC,2023,11,2,9.923,PANCON VICTORY,KMC8410,범주해운(주),WAE,02,E박지 E2 묘지,2023-10-21 04:00,2023-10-22 17:00,MBS,04,신선대부두 4선석,2023-10-21 04:00,2023-10-22 17:00,접안대기,2023-10-20,허가완료
5859,D7PE,2023,42,2,4.914,HEUNG-A TOKYO,ICZ0830,흥아라인(주),WAE,01,E박지 E1 묘지,2023-10-20 19:00,2023-10-21 15:00,WAE,01,E박지 E1 묘지,2023-10-20 19:00,2023-10-21 15:00,접안대기,2023-10-20,허가완료
5860,DSQV7,2023,40,2,2.006,DONGJIN NAGOYA,KMS8819,동진상선(주),WAE,01,E박지 E1 묘지,2023-10-22 06:00,2023-10-23 08:00,WAE,01,E박지 E1 묘지,2023-10-22 06:00,2023-10-23 08:00,접안대기,2023-10-20,허가완료
5861,220023,2023,104,1,749,창용1호,BSB2532,창용해운,MW5,01,5물량장 1선석,2023-10-16 22:15,2023-10-16 22:25,MW5,01,5물량장 1선석,2023-10-16 22:15,2023-10-16 22:25,접안대기,2023-10-20,허가완료
5864,220023,2023,104,3,749,창용1호,BSB2532,창용해운,WAU,02,신항 U-2 정박지,2023-10-17 02:30,2023-10-17 08:50,WAU,02,신항 U-2 정박지,2023-10-17 02:30,2023-10-17 08:50,접안대기,2023-10-20,허가완료
5866,110011,2023,6,1,1.630,삼양8005호,BSZ7604,삼양해운(주),OLH,01,청학안벽,2023-10-21 12:00,2023-11-05 12:00,OLH,01,청학안벽,2023-10-21 12:00,2023-11-05 12:00,접안대기,2023-10-20,허가완료
5876,971467,2023,133,1,81,제7천양,BSU2855,(주)보해해운,MW5,01,5물량장 1선석,2023-10-19 19:35,2023-10-20 11:20,MW5,01,5물량장 1선석,2023-10-19 19:35,2023-10-20 11:20,접안대기,2023-10-20,허가완료
5889,DSQG4,2023,56,1,7.406,PEGASUS PACER,KMS8833,남성해운(주),WAM,08,M박지 M8 묘지,2023-10-22 00:00,2023-10-23 09:00,WAM,08,M박지 M8 묘지,2023-10-22 00:00,2023-10-23 09:00,접안대기,2023-10-20,허가완료
5893,040711,2023,1,1,645,대양3500호,BSM0336,주경선박,MK4,05,감천 4부두 5선석,2023-10-25 09:00,2023-11-20 14:00,MK4,05,감천 4부두 5선석,2023-10-25 09:00,2023-11-20 14:00,접안대기,2023-10-20,허가완료
